order_id,customer_unique_id,timestamp
2e7a8482f6fb09756ca50c10d7bfc047,b7d76e111c89f7ebf14761390f0f7d17,2020-05-12 04:33:06
bfbd0f9bdef84302105ad712db648a6c,830d5b7aaa3b6f1e9ad63703bec97d23,2020-05-12 05:01:25
3b697a20d9e427646d92567910af6d57,32ea3bdedab835c3aa6cb68ce66565ef,2020-05-12 05:18:28
36989eb07a0de2d3d3129eea35553875,f176923a0a4ab546c7287791ccb82193,2020-05-12 05:22:00
60762802b48bb6d256d55b013d115013,0b3dc7efaafb0cf78a4796d42fa8d74c,2020-05-12 05:36:03
51725d3e4bdfc97e28b40543310da8a3,a9530b74fe56ca4be9e5f2c7e7c4175a,2020-05-12 05:52:32
cb29497c3782a76b57327c055d58b0e0,2e15add79c76241beffe812a24ad3a31,2020-05-12 06:14:45
cfdc6f2061897ed3b3f1a9ac3437c6f9,e37af39d93f352f64ede45a151161d0c,2020-05-12 06:46:25
8b388d845a3e8700444b971fa2bef902,7bf845014243c08bdcea071d6981303e,2020-05-12 07:07:57
dd11631d8b02780b78bd97ec44a1ca8c,d09bda44c78bc7eee6ab6a5814d73461,2020-05-12 07:19:53
bcbc0973414b1dd97555e6f8e9713cfa,221234182f828fb9f2a4ba9c89874ede,2020-05-12 07:21:04
31b0dd6152d2e471443debf037ae171d,4e23e1826902ec9f208e8cc61329b494,2020-05-12 07:31:56
ad1aeeb1a99c9f021e38a49865bb812c,5f61b10d70849d46be5643b7453e1708,2020-05-12 07:35:26
dc5f6cd4492bbffe5bcda9b87856c9a5,bdb88619ffe5ca24fa5732468bd34573,2020-05-12 07:39:24
2d9e3c3c7f0f3ba8a8fa3db2f1211ceb,880e01d45fe9fdf7f417f37e55e7730f,2020-05-12 07:48:50
2fd1c83dd4714cf3cf796fffb6c8de62,30fceee7cb0dbe6926f2b1128f2b3648,2020-05-12 07:52:36
14b01335f19b97fce1437168032ae388,abcee124c52c041bafc381cbc0036d24,2020-05-12 08:01:16
64f5569ef96004a1e1137bdf28fd4c45,94e5ea5a8c1bf546db2739673060c43f,2020-05-12 08:01:34
d0fc18b01244d3a08b0fd12deede8201,cf3ca218511c73ca4a1c6a19e71f02d4,2020-05-12 08:03:10
f781dacd75aa73166785a35929546894,840048bff3cbd6d92d97a3816521222e,2020-05-12 08:05:12
05bfcf9e287cad216cadb8a850f8db5c,ff68ad2883e793597f1c343dd6505f5d,2020-05-12 08:09:56
35b8e54d765e6b217e2dc5ab34f6b323,854e546b53f9b86fecc634f1cc7587cb,2020-05-12 08:13:40
262118ce178bb3e4590a3adcf6d62e6b,f7b62c75467e8ce080b201667cbbc274,2020-05-12 08:22:45
10d1e90a86d2be981a52b6a927c97dc5,9342b18c97a2bbf3fa9d97aceb0b6dd4,2020-05-12 08:36:28
0e556f5eafbf3eb399290101b183b10e,55b9662183a72ec77b8f467ff8d42fa3,2020-05-12 08:37:42
3d58fd1ee438a43f2a826dda6b013519,ccafc1c3f270410521c3c6f3b249870f,2020-05-12 08:37:44
5cd498954e2b37d71b315166809b4bd7,fb48b86d9a78b53675c121e4ec8981ed,2020-05-12 08:39:04
835bf4777ad72891587719f1098e3528,f7b62c75467e8ce080b201667cbbc274,2020-05-12 08:40:27
02190241f7190a1f3c7e0df95a749c6a,d291f3a15290c4c1edb70dc04fa8f35c,2020-05-12 08:43:53
f7310018040436b01ab03f81b301b5de,619b93ec47d01fd1228afef1a980abe3,2020-05-12 08:44:51
c78634fb21ecbb54b2b2498a660082ac,b10f780a5e22a8c7fbce07bb3da6eeff,2020-05-12 08:45:20
45973912e490866800c0aea8f63099c8,cdf2b280dbabe2b047ba03f1886265e6,2020-05-12 08:48:44
57c0b0276ce0eaf721a4424bf077ce8b,f2fa99f89acf8b2c2f63775d218def26,2020-05-12 08:50:29
e9555dc20eba7e4e62210df1f438ea00,0a02ba4243b1b0e048a3841d5758d113,2020-05-12 09:02:49
8c78d01de3a9009e23d6877a7cc9be20,6360ff9a3d58800ba0b03b1c6c290d92,2020-05-12 09:02:56
6b5e619dedba6d4297fb10dd5886912f,7a176e5d88c7acb6000a055e008c055d,2020-05-12 09:04:38
d868cf92a5a1305fc7277c60062e81ac,7a176e5d88c7acb6000a055e008c055d,2020-05-12 09:07:44
c98b0fbac2717f072d5089e8af088304,87b3f231705783eb2217e25851c0a45d,2020-05-12 09:13:10
f9c44da06151c190a9a6c9c712873d10,1f98e3467d2b48dfb44fc12b137d3447,2020-05-12 09:13:13
dabf2b0e35b423f94618bf965fcb7514,2f96790fba243100730c8d1185dd2f25,2020-05-12 09:14:51
552e0a8dae101e32155120202f427b71,0659f2d6cabae94afd4d009c6d0e07dc,2020-05-12 09:18:02
89f586f0cbddc6428831c41c8c333c66,4962136f755981b83b03f476e66eea7d,2020-05-12 09:18:20
6e5fe7366a2e1bfbf3257dba0af1267f,6f90ec5150be36c4475835b5941ab56f,2020-05-12 09:21:47
2825848807f070485f0f0ef3829758f4,8329519e31cb1b89bd44c3c6ae417ad6,2020-05-12 09:27:15
d3a84031db6c5de813d5a3a3489712ca,ffb973f2bb1c0cb807a99341a9b20dcd,2020-05-12 09:31:05
4b038a7f8dfc36755eca741381e379e3,e93d7ba71f9edaa1360d2d16e8a95783,2020-05-12 09:32:10
b19169c7cb8391fb8561e094d61c531a,0ecf7f65b5ff3b9e61b637e59f495e0a,2020-05-12 09:33:29
c4f710df20f7d1500da1aef81a993f65,0ecf7f65b5ff3b9e61b637e59f495e0a,2020-05-12 09:35:45
bd50a7fe9fd97ea4b7663031a319e150,f7b981e8a280e455ac3cbe0d5d171bd1,2020-05-12 09:35:47
ec7a019261fce44180373d45b442d78f,f7b981e8a280e455ac3cbe0d5d171bd1,2020-05-12 09:38:03
b95a0a8bd30aece4e94e81f0591249d8,83e7958a94bd7f74a9414d8782f87628,2020-05-12 09:39:08
38bcb524e1c38c2c1b60600a80fc8999,728e4a7d0db4845270091ded0923c71f,2020-05-12 09:41:29
7a18a504c1a4b32d883e68de2e1a7db0,728e4a7d0db4845270091ded0923c71f,2020-05-12 09:43:19
6acecf438369055d9243e121045cca74,728e4a7d0db4845270091ded0923c71f,2020-05-12 09:44:32
ce86fa5a5108884726a2244bcae51ae6,d753459418d268407f19b64be28e3c5a,2020-05-12 09:54:06
cce1b8a1c5f8b1d224e19628299c8f54,6222ef69df52b4ed71be551725551cc0,2020-05-12 09:56:19
f175d67589e059cbbda956f10f0702e6,f7be9bec658c62ab6240b44cd26c0b84,2020-05-12 10:00:42
0bda8164c1a12b6a388ebec8559ee287,83e7958a94bd7f74a9414d8782f87628,2020-05-12 10:00:46
db7576b1fe440f4c0a808855aacf0948,6222ef69df52b4ed71be551725551cc0,2020-05-12 10:02:20
1b694ef5b28d3e949a4f0ffeb2c9fcd6,d753459418d268407f19b64be28e3c5a,2020-05-12 10:04:49
2f9d791088532b218b41f892cc16073b,6222ef69df52b4ed71be551725551cc0,2020-05-12 10:06:00
3ce4038922670fead496aeae61a8a393,83e7958a94bd7f74a9414d8782f87628,2020-05-12 10:06:56
205d7052a6505124d200f6fea6b423bc,83e7958a94bd7f74a9414d8782f87628,2020-05-12 10:07:02
8a784d47854e4cbc5562362393d504db,12f5d6e1cbf93dafd9dcc19095df0b3d,2020-05-12 10:07:09
9b91ddcbd6cbceb83d4fd2462ca1f95e,12f5d6e1cbf93dafd9dcc19095df0b3d,2020-05-12 10:07:20
ca5a215980675471f0cf8199c041909a,12f5d6e1cbf93dafd9dcc19095df0b3d,2020-05-12 10:08:24
d82cef48824870df9946d57e827ed727,f7be9bec658c62ab6240b44cd26c0b84,2020-05-12 10:09:44
17fed53ba6dfef9b594ee2268642e2aa,12f5d6e1cbf93dafd9dcc19095df0b3d,2020-05-12 10:10:16
464de32dc84484c1d26df3e8e38e708b,12f5d6e1cbf93dafd9dcc19095df0b3d,2020-05-12 10:11:06
747996a66f5aa711deb8ae58f5ae46a0,12f5d6e1cbf93dafd9dcc19095df0b3d,2020-05-12 10:11:12
d809ddde66fee6223df16b11231491f9,13c8cbdeb5bbee831faae66bcd11f9ae,2020-05-12 10:11:48
46936461f0c4e3c80b9289ce5fc1682a,7d08a8005756c215935d45bcc0e9a760,2020-05-12 10:18:19
195416246665b8268100ef5fde9722b4,7d08a8005756c215935d45bcc0e9a760,2020-05-12 10:20:25
81e5043198a44ddeb226002ff55d8ad4,853ba75a0b423722ccf270eea3b4cfe4,2020-05-12 10:21:10
753aaaa715f963740a358c291bc79727,24072811917876a84c81166f96aed0c1,2020-05-12 10:22:54
b5c037cf61074d84c0a994fa0d024064,b4be434bcbf5fac41b8be0e055135c9a,2020-05-12 10:23:01
6f748695717d537b882406da58acefec,ff8b95898b5d2ce400ce59b28c40bfbc,2020-05-12 10:28:25
ed2ea4498bcd56d90d461a23fa47ac56,b0bc6de4a99007470bbdbbf5cc502ea9,2020-05-12 10:28:40
df410b19c3e348fb548ae68badd49827,b0bc6de4a99007470bbdbbf5cc502ea9,2020-05-12 10:29:08
22266e2f8d8084cd2b5d8488164d043a,572d41d4bcd3c9cefce4aca490ea0343,2020-05-12 10:30:39
d8d04eeca6703f5545f4c25b8ace1ee9,3e5306add1209e5ba184092dd1587282,2020-05-12 10:31:30
34ac523be174284d7b9df8e47bce2040,4862e84e08df689a5ccec996b1f7b393,2020-05-12 10:31:32
b6e5aa946acc4e29e7069510f28a0bce,35e146c985a9cf989c91edb4c0c156fa,2020-05-12 10:35:29
f77dc5ef53142abf2e1734622d81f664,35e146c985a9cf989c91edb4c0c156fa,2020-05-12 10:38:09
200f4d883fcc701355e46b8c6035743f,45a529e4af8f502a189094332e8ed24e,2020-05-12 10:38:17
719b940ab2f1e351ffb14a0a02ffe3c4,90b68b6163beccc6f471d64de5258367,2020-05-12 10:39:14
abef8b5d0f7fa066c7473db7d650c870,ed05a1bbf9f8816af23fcc68084bb87d,2020-05-12 10:41:09
e068276f5e75a66212f75b84ebfeaccf,ed05a1bbf9f8816af23fcc68084bb87d,2020-05-12 10:41:31
46f05e5ae3a2b822e2f4148d99f69ca4,6844cfbae485da8c9ac6d7dd38e1d3e3,2020-05-12 10:42:32
6f275c944d1814eca6bfbb2bcfa3b0ea,92dd9c8abb3cfdd902e9528cab9cc3cf,2020-05-12 10:45:00
9c54a1816e487456bb7eb5082b9823ff,1d2435aa3b858d45c707c9fc25e18779,2020-05-12 10:45:58
91750e4d3d89e619cd557a6da400be06,1d2435aa3b858d45c707c9fc25e18779,2020-05-12 10:46:13
f9427374480e37251d5c279ebc41a3ab,71f9d647cd3876fd59aa40c74c81e972,2020-05-12 10:47:49
944f618b790d6d01c2c78750fc0f700a,39e4c9fa276aaa9b6af1fcd80901351c,2020-05-12 10:48:23
b8297ee8722ce94cc9a2e9263124cd36,65ab3020e6a929e4e9a4b61e643da832,2020-05-12 10:49:33
2511cdf205337513507a1863f0098d39,d8f3c4f441a9b59a29f977df16724f38,2020-05-12 10:50:06
7b4fb0197b18a0fd0e75f9e44b3fc757,967ee07cb69460a7e1d42c7747142572,2020-05-12 10:50:16
b79559dba6909e4d8ac0ddf501a99f14,6e53cd87d8ff264139a1afbd7f235c3b,2020-05-12 10:52:05
5d6e9993ecc20a59e637ce711858d081,da5bbfd583efb762f6fda762f1aaf4a9,2020-05-12 10:52:14
bcb093f60b7e48f285bf92f681e65651,d2f38262a9f66d15aa9fc2b60ea873d9,2020-05-12 10:52:50
